 ,8736510107,169933212,1252247306,2773271653,292585307,658570988,4655301018,655137014,7483368381,841096747,6457630373,5952500029,105982015,6460678175,4608673097,3832200789,63688942,7235638964,6070060905,3863393698,1867434732,4906336689,4031926058,17989345,5863146038,4772790713,9395775175,5073967844,701696418,164392395,1121530276,6613296297,9456374983,4993029444,1963887226,7529447398,519887747,9152116764,9451366712,1963179217,3083496247,872300516,132842859,5022298572,5915969246,7988611051,129344164,7275212571,3794257352,3860616081,4822441712,8837253437,1182748728,1808134286,1430893156,4882279107,5095143361,2907103063,6659547666,4746173996,7124430836,297106768,3921096769,398878515,42576909,7606375499,7827634193,1401196366
"Ebola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
