0	file:/home/simon/phd/phd/dev/pnl/people/Philip_Pika	9.193212399846544E-4	0.0012749265228332342	0.0019832847218890317	0.02090146033878708	9.472074025858675E-4	0.020122917343858265	0.3446243531673645	4.2052118820916904E-4	0.6085128820332573	2.931260412308429E-4
1	file:/home/simon/phd/phd/dev/pnl/people/Lorraine_Sugar	0.016091787661217563	0.0010005826629072127	0.0015565134717889079	0.0010335096384919854	7.433834720910911E-4	4.2249668276299064E-4	0.22435581807105018	3.300317334148624E-4	0.7542358266154331	2.300499908421551E-4
2	file:/home/simon/phd/phd/dev/pnl/people/Daniel_Biro	0.0011717522587113356	0.0016250011071709473	0.6016205006582168	0.001678476320928482	0.0012072955188837085	6.861577785798384E-4	0.38932834335185196	5.359896309241084E-4	0.001772869575811845	3.736137989209143E-4
3	file:/home/simon/phd/phd/dev/pnl/people/Dmitry_Alexeev	7.947953783320916E-4	0.0011022324558472866	0.0017146406090871587	0.11966087101274618	8.189042449511543E-4	4.65418374206198E-4	0.09476236041355658	0.745361292204467	0.03506606439939533	2.534209074109339E-4
4	file:/home/simon/phd/phd/dev/pnl/people/Ellen_D._Badgley	4.5109374625152744E-4	0.10633323617669321	0.08746124092696449	6.461691590292347E-4	0.46173453798017255	2.6415266585413667E-4	0.3420768879157103	2.0634188564008828E-4	6.825080750839306E-4	1.4383146860058168E-4
5	file:/home/simon/phd/phd/dev/pnl/people/Hamza_Giaffar	0.6830624263282247	0.050293940499255084	0.0024662989908842987	0.0016375982763274558	0.0011778927328853649	6.69446915324638E-4	0.25807525288987554	5.229360014117878E-4	0.0017296926535709939	3.6451471224008486E-4
6	file:/home/simon/phd/phd/dev/pnl/people/James_R._Thompson	6.999801710387579E-4	9.70741506559288E-4	0.0015100923577808481	0.0010026864752965359	0.641932464436065	4.0989623500970086E-4	0.3518716858258643	3.2018893988894386E-4	0.0010590750217720746	2.231890307245641E-4
7	file:/home/simon/phd/phd/dev/pnl/people/Matteo_Morini	0.21670091461624083	0.1468714754521739	0.0072022388403380246	0.004782215763064192	0.0034397552048209316	0.001954960283775983	0.6114056959225612	0.0015271100520657542	0.005051155459026331	0.0010644784059327943
8	file:/home/simon/phd/phd/dev/pnl/people/Evelyn_Strombom	0.15208677708619808	0.01612305631081545	0.501074414470352	0.001017864762227077	7.321304155107841E-4	4.161010884908309E-4	0.17554674466815162	3.250358384174025E-4	0.1524513077783574	2.2656758147950967E-4
9	file:/home/simon/phd/phd/dev/pnl/people/Andrew_Mellor	7.327607114685973E-4	0.5005433491570804	0.11085237443933217	0.001049642954782426	7.549878541245583E-4	4.2909195034522926E-4	0.38396029599312764	3.351836024858016E-4	0.0011086722146724294	2.336411225806892E-4
10	file:/home/simon/phd/phd/dev/pnl/people/Jesus_Mario_Serna	2.213569227871025E-4	3.0698062831522975E-4	4.7754123798484044E-4	0.03332651762645056	2.2807143657539304E-4	0.9243938011068837	0.04053898231013672	1.0125435173271036E-4	3.349146126128899E-4	7.05797665206863E-5
11	file:/home/simon/phd/phd/dev/pnl/people/Marla_Stuart	7.443806598253169E-4	0.001032316675628251	0.11261024552336336	0.34993715376630447	7.669602753223258E-4	4.35896390355806E-4	0.5327689484144718	3.4049886583159187E-4	0.0011262532799197786	2.3734614897730428E-4
12	file:/home/simon/phd/phd/dev/pnl/people/Julia_Adams	5.790863642367192E-4	8.030844199670443E-4	0.5440531801964735	8.295121625904626E-4	5.966520374866051E-4	3.391029207210851E-4	0.4514736890923359	2.6488900220408016E-4	8.761618245582512E-4	1.8464197942636993E-4
13	file:/home/simon/phd/phd/dev/pnl/people/Jesus_Arroyo	6.091451229841981E-4	0.05275198241891094	0.0013141306469193962	8.725698263748125E-4	0.3769549104919753	3.567048079593656E-4	0.5527692478295826	2.7863865183122636E-4	0.013898443973642425	1.9422622981974554E-4
14	file:/home/simon/phd/phd/dev/pnl/people/Justin_Williams	0.14916087224576496	8.789897228075358E-4	0.0013673626336266045	9.079153420642766E-4	0.014155505221989212	3.71153984409365E-4	0.15658424247336153	0.6754128903507048	9.589742001651653E-4	2.0209382510655576E-4
15	file:/home/simon/phd/phd/dev/pnl/people/Jeffrey_Emenheiser	0.0025990899293688503	0.0036044513517782067	0.005607110032417969	0.0037230659211248953	0.002677929230837361	0.0015219819368867981	0.9743163181430492	0.0011888906051805332	0.003932441713954611	8.287211354015483E-4
16	file:/home/simon/phd/phd/dev/pnl/people/Michael_Schaub	0.02549747264620373	0.001585425411697981	0.0024662989908842987	0.0016375982763274558	0.0011778927328853649	6.69446915324638E-4	0.23372099534609697	5.229360014117878E-4	0.7323574189669276	3.6451471224008486E-4
17	file:/home/simon/phd/phd/dev/pnl/people/Xiao_(Thomas)_Zhang	0.0018012290422965223	0.002497967608971674	0.0038858560912496004	0.0025801702310250915	0.4623213998617143	0.0010547684539860959	0.5217350849479099	8.2392850742363E-4	0.0027252724664411335	5.74322788982027E-4
18	file:/home/simon/phd/phd/dev/pnl/people/Jacob_Hunter	0.27671285702425397	8.558768384608844E-4	0.0013314080671613668	8.840418635090821E-4	0.1189626041460719	3.613945539019723E-4	0.5468893197809562	2.823020296655609E-4	9.337581376735072E-4	0.05278643755834562
19	file:/home/simon/phd/phd/dev/pnl/people/Lauren_Ponisio	7.687623682827237E-4	0.0010661295425917667	0.8532717111190768	0.0011012135218775234	7.920815645236194E-4	4.501738955099369E-4	0.14079001305274735	3.5165168659231905E-4	0.0011631429797766318	2.451202690212223E-4
